objectName_markerName,X,Y,Z,localX,localY,localZ
trichecker4_079,0.7,0.2,0.0,0.7,0.2,0.0
trichecker4_080,0.7,0.3,0.0,0.7,0.3,0.0
trichecker4_081,0.7,0.4,0.0,0.7,0.4,0.0
trichecker4_082,0.7,0.5,0.0,0.7,0.5,0.0
trichecker4_083,0.7,0.6,0.0,0.7,0.6,0.0
trichecker4_084,0.7,0.7,0.0,0.7,0.7,0.0
trichecker4_085,0.7,0.8,0.0,0.7,0.8,0.0
trichecker4_086,0.7,0.9,0.0,0.7,0.9,0.0
trichecker4_087,0.7,1.0,0.0,0.7,1.0,0.0
trichecker4_088,0.8,0.0,0.0,0.8,0.0,0.0
trichecker4_089,0.8,0.1,0.0,0.8,0.1,0.0
trichecker4_090,0.8,0.2,0.0,0.8,0.2,0.0
trichecker4_091,0.8,0.3,0.0,0.8,0.3,0.0
trichecker4_092,0.8,0.4,0.0,0.8,0.4,0.0
trichecker4_093,0.8,0.5,0.0,0.8,0.5,0.0
trichecker4_094,0.8,0.6,0.0,0.8,0.6,0.0
trichecker4_095,0.8,0.7,0.0,0.8,0.7,0.0
trichecker4_096,0.8,0.8,0.0,0.8,0.8,0.0
trichecker4_097,0.8,0.9,0.0,0.8,0.9,0.0
trichecker4_098,0.8,1.0,0.0,0.8,1.0,0.0
trichecker4_099,0.9,0.0,0.0,0.9,0.0,0.0
trichecker4_100,0.9,0.1,0.0,0.9,0.1,0.0
trichecker4_101,0.9,0.2,0.0,0.9,0.2,0.0
trichecker4_102,0.9,0.3,0.0,0.9,0.3,0.0
trichecker4_103,0.9,0.4,0.0,0.9,0.4,0.0
trichecker4_104,0.9,0.5,0.0,0.9,0.5,0.0
trichecker4_105,0.9,0.6,0.0,0.9,0.6,0.0
trichecker4_106,0.9,0.7,0.0,0.9,0.7,0.0
trichecker4_107,0.9,0.8,0.0,0.9,0.8,0.0
trichecker4_108,0.9,0.9,0.0,0.9,0.9,0.0
trichecker4_109,0.9,1.0,0.0,0.9,1.0,0.0
trichecker4_110,1.0,0.0,0.0,1.0,0.0,0.0
trichecker4_111,1.0,0.1,0.0,1.0,0.1,0.0
trichecker4_112,1.0,0.2,0.0,1.0,0.2,0.0
trichecker4_113,1.0,0.3,0.0,1.0,0.3,0.0
trichecker4_114,1.0,0.4,0.0,1.0,0.4,0.0
trichecker4_115,1.0,0.5,0.0,1.0,0.5,0.0
trichecker4_116,1.0,0.6,0.0,1.0,0.6,0.0
trichecker4_117,1.0,0.7,0.0,1.0,0.7,0.0
trichecker4_118,1.0,0.8,0.0,1.0,0.8,0.0
trichecker4_119,1.0,0.9,0.0,1.0,0.9,0.0
trichecker4_120,1.0,1.0,0.0,1.0,1.0,0.0
trichecker4_121,0.0,0.0,0.0,0.0,0.0,0.0
trichecker4_122,0.0,0.0,0.1,0.0,0.0,0.1
trichecker4_123,0.0,0.0,0.2,0.0,0.0,0.2
trichecker4_124,0.0,0.0,0.3,0.0,0.0,0.3
trichecker4_125,0.0,0.0,0.4,0.0,0.0,0.4
trichecker4_126,0.0,0.0,0.5,0.0,0.0,0.5
trichecker4_127,0.0,0.0,0.6,0.0,0.0,0.6
trichecker4_128,0.0,0.0,0.7,0.0,0.0,0.7
trichecker4_129,0.0,0.0,0.8,0.0,0.0,0.8
trichecker4_130,0.0,0.0,0.9,0.0,0.0,0.9
trichecker4_131,0.0,0.0,1.0,0.0,0.0,1.0
trichecker4_132,0.1,0.0,0.0,0.1,0.0,0.0
trichecker4_133,0.1,0.0,0.1,0.1,0.0,0.1
trichecker4_134,0.1,0.0,0.2,0.1,0.0,0.2
trichecker4_135,0.1,0.0,0.3,0.1,0.0,0.3
trichecker4_136,0.1,0.0,0.4,0.1,0.0,0.4
trichecker4_137,0.1,0.0,0.5,0.1,0.0,0.5
trichecker4_138,0.1,0.0,0.6,0.1,0.0,0.6
trichecker4_139,0.1,0.0,0.7,0.1,0.0,0.7
trichecker4_140,0.1,0.0,0.8,0.1,0.0,0.8
trichecker4_141,0.1,0.0,0.9,0.1,0.0,0.9
trichecker4_142,0.1,0.0,1.0,0.1,0.0,1.0
trichecker4_143,0.2,0.0,0.0,0.2,0.0,0.0
trichecker4_144,0.2,0.0,0.1,0.2,0.0,0.1
trichecker4_145,0.2,0.0,0.2,0.2,0.0,0.2
trichecker4_146,0.2,0.0,0.3,0.2,0.0,0.3
trichecker4_147,0.2,0.0,0.4,0.2,0.0,0.4
trichecker4_148,0.2,0.0,0.5,0.2,0.0,0.5
trichecker4_149,0.2,0.0,0.6,0.2,0.0,0.6
trichecker4_150,0.2,0.0,0.7,0.2,0.0,0.7
trichecker4_151,0.2,0.0,0.8,0.2,0.0,0.8
trichecker4_152,0.2,0.0,0.9,0.2,0.0,0.9
trichecker4_153,0.2,0.0,1.0,0.2,0.0,1.0
trichecker4_154,0.3,0.0,0.0,0.3,0.0,0.0
trichecker4_155,0.3,0.0,0.1,0.3,0.0,0.1
trichecker4_156,0.3,0.0,0.2,0.3,0.0,0.2
trichecker4_157,0.3,0.0,0.3,0.3,0.0,0.3
trichecker4_158,0.3,0.0,0.4,0.3,0.0,0.4
trichecker4_159,0.3,0.0,0.5,0.3,0.0,0.5
trichecker4_160,0.3,0.0,0.6,0.3,0.0,0.6
trichecker4_161,0.3,0.0,0.7,0.3,0.0,0.7
trichecker4_162,0.3,0.0,0.8,0.3,0.0,0.8
trichecker4_163,0.3,0.0,0.9,0.3,0.0,0.9
trichecker4_164,0.3,0.0,1.0,0.3,0.0,1.0
trichecker4_165,0.4,0.0,0.0,0.4,0.0,0.0
trichecker4_166,0.4,0.0,0.1,0.4,0.0,0.1
trichecker4_167,0.4,0.0,0.2,0.4,0.0,0.2
trichecker4_168,0.4,0.0,0.3,0.4,0.0,0.3
trichecker4_169,0.4,0.0,0.4,0.4,0.0,0.4
trichecker4_170,0.4,0.0,0.5,0.4,0.0,0.5
trichecker4_171,0.4,0.0,0.6,0.4,0.0,0.6
trichecker4_172,0.4,0.0,0.7,0.4,0.0,0.7
trichecker4_173,0.4,0.0,0.8,0.4,0.0,0.8
trichecker4_174,0.4,0.0,0.9,0.4,0.0,0.9
trichecker4_175,0.4,0.0,1.0,0.4,0.0,1.0
trichecker4_176,0.5,0.0,0.0,0.5,0.0,0.0
trichecker4_177,0.5,0.0,0.1,0.5,0.0,0.1
trichecker4_178,0.5,0.0,0.2,0.5,0.0,0.2
trichecker4_179,0.5,0.0,0.3,0.5,0.0,0.3
trichecker4_180,0.5,0.0,0.4,0.5,0.0,0.4
trichecker4_181,0.5,0.0,0.5,0.5,0.0,0.5
trichecker4_182,0.5,0.0,0.6,0.5,0.0,0.6
trichecker4_183,0.5,0.0,0.7,0.5,0.0,0.7
trichecker4_184,0.5,0.0,0.8,0.5,0.0,0.8
trichecker4_185,0.5,0.0,0.9,0.5,0.0,0.9
trichecker4_186,0.5,0.0,1.0,0.5,0.0,1.0
trichecker4_187,0.6,0.0,0.0,0.6,0.0,0.0
trichecker4_188,0.6,0.0,0.1,0.6,0.0,0.1
trichecker4_189,0.6,0.0,0.2,0.6,0.0,0.2
trichecker4_190,0.6,0.0,0.3,0.6,0.0,0.3
trichecker4_191,0.6,0.0,0.4,0.6,0.0,0.4
trichecker4_192,0.6,0.0,0.5,0.6,0.0,0.5
trichecker4_193,0.6,0.0,0.6,0.6,0.0,0.6
trichecker4_194,0.6,0.0,0.7,0.6,0.0,0.7
trichecker4_195,0.6,0.0,0.8,0.6,0.0,0.8
trichecker4_196,0.6,0.0,0.9,0.6,0.0,0.9
trichecker4_197,0.6,0.0,1.0,0.6,0.0,1.0
trichecker4_198,0.7,0.0,0.0,0.7,0.0,0.0
trichecker4_199,0.7,0.0,0.1,0.7,0.0,0.1
trichecker4_200,0.7,0.0,0.2,0.7,0.0,0.2
trichecker4_201,0.7,0.0,0.3,0.7,0.0,0.3
trichecker4_202,0.7,0.0,0.4,0.7,0.0,0.4
trichecker4_203,0.7,0.0,0.5,0.7,0.0,0.5
trichecker4_204,0.7,0.0,0.6,0.7,0.0,0.6
trichecker4_205,0.7,0.0,0.7,0.7,0.0,0.7
trichecker4_206,0.7,0.0,0.8,0.7,0.0,0.8
trichecker4_207,0.7,0.0,0.9,0.7,0.0,0.9
trichecker4_208,0.7,0.0,1.0,0.7,0.0,1.0
trichecker4_209,0.8,0.0,0.0,0.8,0.0,0.0
trichecker4_210,0.8,0.0,0.1,0.8,0.0,0.1
trichecker4_211,0.8,0.0,0.2,0.8,0.0,0.2
trichecker4_212,0.8,0.0,0.3,0.8,0.0,0.3
trichecker4_213,0.8,0.0,0.4,0.8,0.0,0.4
trichecker4_214,0.8,0.0,0.5,0.8,0.0,0.5
trichecker4_215,0.8,0.0,0.6,0.8,0.0,0.6
trichecker4_216,0.8,0.0,0.7,0.8,0.0,0.7
trichecker4_217,0.8,0.0,0.8,0.8,0.0,0.8
trichecker4_218,0.8,0.0,0.9,0.8,0.0,0.9
trichecker4_219,0.8,0.0,1.0,0.8,0.0,1.0
trichecker4_220,0.9,0.0,0.0,0.9,0.0,0.0
trichecker4_221,0.9,0.0,0.1,0.9,0.0,0.1
trichecker4_222,0.9,0.0,0.2,0.9,0.0,0.2
trichecker4_223,0.9,0.0,0.3,0.9,0.0,0.3
trichecker4_224,0.9,0.0,0.4,0.9,0.0,0.4
trichecker4_225,0.9,0.0,0.5,0.9,0.0,0.5
trichecker4_226,0.9,0.0,0.6,0.9,0.0,0.6
trichecker4_227,0.9,0.0,0.7,0.9,0.0,0.7
trichecker4_228,0.9,0.0,0.8,0.9,0.0,0.8
trichecker4_229,0.9,0.0,0.9,0.9,0.0,0.9
trichecker4_230,0.9,0.0,1.0,0.9,0.0,1.0
trichecker4_231,1.0,0.0,0.0,1.0,0.0,0.0
trichecker4_232,1.0,0.0,0.1,1.0,0.0,0.1
trichecker4_233,1.0,0.0,0.2,1.0,0.0,0.2
trichecker4_234,1.0,0.0,0.3,1.0,0.0,0.3
trichecker4_235,1.0,0.0,0.4,1.0,0.0,0.4
trichecker4_236,1.0,0.0,0.5,1.0,0.0,0.5
trichecker4_237,1.0,0.0,0.6,1.0,0.0,0.6
trichecker4_238,1.0,0.0,0.7,1.0,0.0,0.7
trichecker4_239,1.0,0.0,0.8,1.0,0.0,0.8
trichecker4_240,1.0,0.0,0.9,1.0,0.0,0.9
trichecker4_241,1.0,0.0,1.0,1.0,0.0,1.0
trichecker4_242,0.0,0.0,0.0,0.0,0.0,0.0
trichecker4_243,0.0,0.0,0.1,0.0,0.0,0.1
trichecker4_244,0.0,0.0,0.2,0.0,0.0,0.2
trichecker4_245,0.0,0.0,0.3,0.0,0.0,0.3
trichecker4_246,0.0,0.0,0.4,0.0,0.0,0.4
trichecker4_247,0.0,0.0,0.5,0.0,0.0,0.5
trichecker4_248,0.0,0.0,0.6,0.0,0.0,0.6
trichecker4_249,0.0,0.0,0.7,0.0,0.0,0.7
trichecker4_250,0.0,0.0,0.8,0.0,0.0,0.8
trichecker4_251,0.0,0.0,0.9,0.0,0.0,0.9
trichecker4_252,0.0,0.0,1.0,0.0,0.0,1.0
trichecker4_253,0.0,0.1,0.0,0.0,0.1,0.0
trichecker4_254,0.0,0.1,0.1,0.0,0.1,0.1
trichecker4_255,0.0,0.1,0.2,0.0,0.1,0.2
trichecker4_256,0.0,0.1,0.3,0.0,0.1,0.3
trichecker4_257,0.0,0.1,0.4,0.0,0.1,0.4
trichecker4_258,0.0,0.1,0.5,0.0,0.1,0.5
trichecker4_259,0.0,0.1,0.6,0.0,0.1,0.6
trichecker4_260,0.0,0.1,0.7,0.0,0.1,0.7
trichecker4_261,0.0,0.1,0.8,0.0,0.1,0.8
trichecker4_262,0.0,0.1,0.9,0.0,0.1,0.9
trichecker4_263,0.0,0.1,1.0,0.0,0.1,1.0
trichecker4_264,0.0,0.2,0.0,0.0,0.2,0.0
trichecker4_265,0.0,0.2,0.1,0.0,0.2,0.1
trichecker4_266,0.0,0.2,0.2,0.0,0.2,0.2
trichecker4_267,0.0,0.2,0.3,0.0,0.2,0.3
trichecker4_268,0.0,0.2,0.4,0.0,0.2,0.4
trichecker4_269,0.0,0.2,0.5,0.0,0.2,0.5
trichecker4_270,0.0,0.2,0.6,0.0,0.2,0.6
trichecker4_271,0.0,0.2,0.7,0.0,0.2,0.7
trichecker4_272,0.0,0.2,0.8,0.0,0.2,0.8
trichecker4_273,0.0,0.2,0.9,0.0,0.2,0.9
trichecker4_274,0.0,0.2,1.0,0.0,0.2,1.0
trichecker4_275,0.0,0.3,0.0,0.0,0.3,0.0
trichecker4_276,0.0,0.3,0.1,0.0,0.3,0.1
trichecker4_277,0.0,0.3,0.2,0.0,0.3,0.2
trichecker4_278,0.0,0.3,0.3,0.0,0.3,0.3
trichecker4_279,0.0,0.3,0.4,0.0,0.3,0.4
trichecker4_280,0.0,0.3,0.5,0.0,0.3,0.5
trichecker4_281,0.0,0.3,0.6,0.0,0.3,0.6
trichecker4_282,0.0,0.3,0.7,0.0,0.3,0.7
trichecker4_283,0.0,0.3,0.8,0.0,0.3,0.8
trichecker4_284,0.0,0.3,0.9,0.0,0.3,0.9
trichecker4_285,0.0,0.3,1.0,0.0,0.3,1.0
trichecker4_286,0.0,0.4,0.0,0.0,0.4,0.0
trichecker4_287,0.0,0.4,0.1,0.0,0.4,0.1
trichecker4_288,0.0,0.4,0.2,0.0,0.4,0.2
trichecker4_289,0.0,0.4,0.3,0.0,0.4,0.3
trichecker4_290,0.0,0.4,0.4,0.0,0.4,0.4
trichecker4_291,0.0,0.4,0.5,0.0,0.4,0.5
trichecker4_292,0.0,0.4,0.6,0.0,0.4,0.6
trichecker4_293,0.0,0.4,0.7,0.0,0.4,0.7
trichecker4_294,0.0,0.4,0.8,0.0,0.4,0.8
trichecker4_295,0.0,0.4,0.9,0.0,0.4,0.9
trichecker4_296,0.0,0.4,1.0,0.0,0.4,1.0
trichecker4_297,0.0,0.5,0.0,0.0,0.5,0.0
trichecker4_298,0.0,0.5,0.1,0.0,0.5,0.1
trichecker4_299,0.0,0.5,0.2,0.0,0.5,0.2
trichecker4_300,0.0,0.5,0.3,0.0,0.5,0.3
trichecker4_301,0.0,0.5,0.4,0.0,0.5,0.4
trichecker4_302,0.0,0.5,0.5,0.0,0.5,0.5
trichecker4_303,0.0,0.5,0.6,0.0,0.5,0.6
trichecker4_304,0.0,0.5,0.7,0.0,0.5,0.7
trichecker4_305,0.0,0.5,0.8,0.0,0.5,0.8
trichecker4_306,0.0,0.5,0.9,0.0,0.5,0.9
trichecker4_307,0.0,0.5,1.0,0.0,0.5,1.0
trichecker4_308,0.0,0.6,0.0,0.0,0.6,0.0
trichecker4_309,0.0,0.6,0.1,0.0,0.6,0.1
trichecker4_310,0.0,0.6,0.2,0.0,0.6,0.2
trichecker4_311,0.0,0.6,0.3,0.0,0.6,0.3
trichecker4_312,0.0,0.6,0.4,0.0,0.6,0.4
trichecker4_313,0.0,0.6,0.5,0.0,0.6,0.5
trichecker4_314,0.0,0.6,0.6,0.0,0.6,0.6
trichecker4_315,0.0,0.6,0.7,0.0,0.6,0.7
trichecker4_316,0.0,0.6,0.8,0.0,0.6,0.8
trichecker4_317,0.0,0.6,0.9,0.0,0.6,0.9
trichecker4_318,0.0,0.6,1.0,0.0,0.6,1.0
trichecker4_319,0.0,0.7,0.0,0.0,0.7,0.0
trichecker4_320,0.0,0.7,0.1,0.0,0.7,0.1
trichecker4_321,0.0,0.7,0.2,0.0,0.7,0.2
trichecker4_322,0.0,0.7,0.3,0.0,0.7,0.3
trichecker4_323,0.0,0.7,0.4,0.0,0.7,0.4
trichecker4_324,0.0,0.7,0.5,0.0,0.7,0.5
trichecker4_325,0.0,0.7,0.6,0.0,0.7,0.6
trichecker4_326,0.0,0.7,0.7,0.0,0.7,0.7
trichecker4_327,0.0,0.7,0.8,0.0,0.7,0.8
trichecker4_328,0.0,0.7,0.9,0.0,0.7,0.9
trichecker4_329,0.0,0.7,1.0,0.0,0.7,1.0
trichecker4_330,0.0,0.8,0.0,0.0,0.8,0.0
trichecker4_331,0.0,0.8,0.1,0.0,0.8,0.1
trichecker4_332,0.0,0.8,0.2,0.0,0.8,0.2
trichecker4_333,0.0,0.8,0.3,0.0,0.8,0.3
trichecker4_334,0.0,0.8,0.4,0.0,0.8,0.4
trichecker4_335,0.0,0.8,0.5,0.0,0.8,0.5
trichecker4_336,0.0,0.8,0.6,0.0,0.8,0.6
trichecker4_337,0.0,0.8,0.7,0.0,0.8,0.7
trichecker4_338,0.0,0.8,0.8,0.0,0.8,0.8
trichecker4_339,0.0,0.8,0.9,0.0,0.8,0.9
trichecker4_340,0.0,0.8,1.0,0.0,0.8,1.0
trichecker4_341,0.0,0.9,0.0,0.0,0.9,0.0
trichecker4_342,0.0,0.9,0.1,0.0,0.9,0.1
trichecker4_343,0.0,0.9,0.2,0.0,0.9,0.2
trichecker4_344,0.0,0.9,0.3,0.0,0.9,0.3
trichecker4_345,0.0,0.9,0.4,0.0,0.9,0.4
trichecker4_346,0.0,0.9,0.5,0.0,0.9,0.5
trichecker4_347,0.0,0.9,0.6,0.0,0.9,0.6
trichecker4_348,0.0,0.9,0.7,0.0,0.9,0.7
trichecker4_349,0.0,0.9,0.8,0.0,0.9,0.8
trichecker4_350,0.0,0.9,0.9,0.0,0.9,0.9
trichecker4_351,0.0,0.9,1.0,0.0,0.9,1.0
trichecker4_352,0.0,1.0,0.0,0.0,1.0,0.0
trichecker4_353,0.0,1.0,0.1,0.0,1.0,0.1
trichecker4_354,0.0,1.0,0.2,0.0,1.0,0.2
trichecker4_355,0.0,1.0,0.3,0.0,1.0,0.3
trichecker4_356,0.0,1.0,0.4,0.0,1.0,0.4
trichecker4_357,0.0,1.0,0.5,0.0,1.0,0.5
trichecker4_358,0.0,1.0,0.6,0.0,1.0,0.6
trichecker4_359,0.0,1.0,0.7,0.0,1.0,0.7
trichecker4_360,0.0,1.0,0.8,0.0,1.0,0.8
trichecker4_361,0.0,1.0,0.9,0.0,1.0,0.9
trichecker4_362,0.0,1.0,1.0,0.0,1.0,1.0
